Sr. No.,Company name,ISIN,BSE Symbol,BSE 6 month Avg Total Market Cap in (Rs. Crs.),NSE Symbol,NSE 6 month Avg Total Market Cap (Rs. Crs.),MSEI Symbol,MSEI 6 month Avg Total Market Cap in (Rs Crs.),Average of All Exchanges (Rs. Cr.),"Categorization as per SEBI Circular dated Oct 6, 2017"
837,PILANI INVESTMENT AND INDUSTRIES CORPORATION LIMITED,INE417C01014,PILANIINVS,2579.3,PILANIINVS,2580.2053,,,2579.75265,Small Cap
838,ASHAPURA MINECHEM LTD,INE348A01023,ASHAPURMIN,2578.94,ASHAPURMIN,2580.1367,,,2579.53835,Small Cap
839,HONDA INDIA POWER PRODUCTS LIMITED,INE634A01018,HONDAPOWER,2571.69,HONDAPOWER,2572.7687,,,2572.22935,Small Cap
840,"SIYARAM SILK MILLS LTD.,",INE076B01028,SIYSIL,2569.22,SIYSIL,2568.5481,,,2568.88405,Small Cap
841,IMAGICAAWORLD ENTERTAINMENT LIMITED,INE172N01012,IMAGICAA,2559.51,IMAGICAA,2558.6047,,,2559.05735,Small Cap
842,UGRO CAPITAL LIMITED,INE583D01011,UGROCAP,2557.28,UGROCAP,2557.1427,,,2557.21135,Small Cap
843,LUMAX AUTO TECHNOLOGIES LTD.,INE872H01027,LUMAXTECH,2552.38,LUMAXTECH,2553.3498,,,2552.8649,Small Cap
844,SWARAJ ENGINES LTD.,INE277A01016,SWARAJENG,2544.97,SWARAJENG,2545.7554,,,2545.3627,Small Cap
845,FINO PAYMENTS BANK LIMITED,INE02NC01014,FINOPB,2542.58,FINOPB,2542.1198,,,2542.3499,Small Cap
846,NRB BEARINGS LTD.,INE349A01021,NRBBEARING,2529.21,NRBBEARING,2529.5822,,,2529.3961,Small Cap
847,CAMLIN FINE SCIENCES LTD,INE052I01032,CAMLINFINE,2528.62,CAMLINFINE,2528.1902,,,2528.4051,Small Cap
848,IOL CHEMICALS & PHARMACEUTICALS LTD,INE485C01011,IOLCP,2520.71,IOLCP,2520.9492,,,2520.8296,Small Cap
849,BEST AGROLIFE LIMITED,INE052T01013,BESTAGRO,2519.09,,,,,2519.09,Small Cap
850,ASTEC LIFESCIENCES LIMITED,INE563J01010,ASTEC,2513.26,ASTEC,2513.207,,,2513.2335,Small Cap
851,CARE RATINGS LIMITED,INE752H01013,CARERATING,2511.7,CARERATING,2510.4934,,,2511.0967,Small Cap
852,ISMT LIMITED,INE732F01019,ISMTLTD,2508.74,ISMTLTD,2509.2471,,,2508.99355,Small Cap
853,CIGNITI TECHNOLOGIES LTD,INE675C01017,CIGNITI,2502.97,CIGNITITEC,2502.2231,,,2502.59655,Small Cap
854,GENSOL ENGINEERING LIMITED,INE06H201014,GENSOL,2516.83,GENSOL,2476.7492,,,2496.7896,Small Cap
855,SPICEJET LIMITED,INE285B01017,SPICEJET,2490.1,,,,,2490.1,Small Cap
856,OPTIEMUS INFRACOM LIMITED,INE350C01017,OPTIEMUS,2488.18,OPTIEMUS,2488.8719,,,2488.52595,Small Cap
857,FIEM INDUSTRIES LIMITED,INE737H01014,FIEMIND,2486.05,FIEMIND,2485.8792,,,2485.9646,Small Cap
858,SEQUENT SCIENTIFIC LIMITED,INE807F01027,SEQUENT,2474.65,SEQUENT,2474.8228,,,2474.7364,Small Cap
859,DHANI SERVICES LIMITED,INE274G01010,DHANI,2501.54,DHANI,2429.9844,,,2465.7622,Small Cap
860,SANDHAR TECHNOLOGIES LIMITED,INE278H01035,SANDHAR,2462.06,SANDHAR,2463.2707,,,2462.66535,Small Cap
861,TCNS CLOTHING CO. LIMITED,INE778U01029,TCNSBRANDS,2457.99,TCNSBRANDS,2457.9654,,,2457.9777,Small Cap
862,DISHMAN CARBOGEN AMCIS LIMITED,INE385W01011,DCAL,2454.76,DCAL,2456.0135,,,2455.38675,Small Cap
863,SOM DISTILLERIES & BREWERIES LTD.,INE480C01020,SDBL,2443.57,SDBL,2443.9694,,,2443.7697,Small Cap
864,VISHNU PRAKASH R PUNGLIA LIMITED,INE0AE001013,VPRPL,2415.64,VPRPL,2415.6954,,,2415.6677,Small Cap
865,CONFIDENCE PETROLEUM INDIA LIMITED,INE552D01024,CONFIPET,2411.65,CONFIPET,2410.9354,,,2411.2927,Small Cap
866,HINDUSTAN OIL EXPLORATION CO. LTD.,INE345A01011,HINDOILEXP,2397.82,HINDOILEXP,2398.5383,,,2398.17915,Small Cap
867,DOLLAR INDUSTRIES LIMITED,INE325C01035,DOLLAR,2392.92,DOLLAR,2393.3791,,,2393.14955,Small Cap
868,ADF FOODS LIMITED.,INE982B01027,ADFFOODS,2391.58,ADFFOODS,2391.4434,,,2391.5117,Small Cap
869,"PRAKASH INDUSTRIES LTD.,",INE603A01013,PRAKASH,2380.61,PRAKASH,2380.1421,,,2380.37605,Small Cap
870,REPCO HOME FINANCE LIMITED,INE612J01015,REPCOHOME,2375.32,REPCOHOME,2376.0503,,,2375.68515,Small Cap
871,"MUKAND LTD.,",INE304A01026,MUKANDLTD,2371.89,MUKANDLTD,2372.4424,,,2372.1662,Small Cap
872,PRECISION CAMSHAFTS LIMITED,INE484I01029,PRECAM,2364.95,PRECAM,2365.6529,,,2365.30145,Small Cap
873,GOCL CORPORATION LIMITED,INE077F01035,GOCLCORP,2359.03,GOCLCORP,2359.3127,,,2359.17135,Small Cap
874,MAYUR UNIQUOTERS LTD.,INE040D01038,MAYURUNIQ,2330.29,MAYURUNIQ,2330.6327,,,2330.46135,Small Cap
875,PARAG MILK FOODS LIMITED,INE883N01014,PARAGMILK,2322.15,PARAGMILK,2322.2905,,,2322.22025,Small Cap
876,MANORAMA INDUSTRIES LIMITED,INE00VM01010,MANORAMA,2308.08,MANORAMA,2308.1414,,,2308.1107,Small Cap
877,"BHANSALI ENGINEERING POLYMERS LTD.,",INE922A01025,BEPL,2281.5,BEPL,2281.6541,,,2281.57705,Small Cap
878,SEPC LIMITED,INE964H01014,SEPC,2282.92,SEPC,2278.9731,,,2280.94655,Small Cap
879,DEN NETWORKS LIMITED,INE947J01015,DEN,2268.88,DEN,2268.6606,,,2268.7703,Small Cap
880,ASHIANA HOUSING LIMITED,INE365D01021,ASHIANA,2274.11,ASHIANA,2251.7362,,,2262.9231,Small Cap
881,INDIAN METALS & FERRO ALLOYS LIMITED,INE919H01018,IMFA,2251.47,IMFA,2251.8725,,,2251.67125,Small Cap
882,GALLANTT ISPAT LIMITED,INE297H01019,GALLANTT,2248.83,GALLANTT,2249.9837,,,2249.40685,Small Cap
883,HERITAGE FOODS LIMITED,INE978A01027,HERITGFOOD,2243.89,HERITGFOOD,2244.2189,,,2244.05445,Small Cap
884,SAVITA OIL TECHNOLOGIES LIMITED,INE035D01020,SOTL,2241.66,SOTL,2241.6899,,,2241.67495,Small Cap
885,THE ANUP ENGINEERING LTD,INE294Z01018,ANUP,2236.86,ANUP,2237.5337,,,2237.19685,Small Cap
886,M.M.FORGINGS LTD.,INE227C01017,MMFL,2229.32,MMFL,2230.3724,,,2229.8462,Small Cap
887,MEDIA MATRIX WORLDWIDE LTD.,INE200D01020,MMWL,2209.74,,,,,2209.74,Small Cap
888,"SADHANA NITROCHEM LTD.,",INE888C01040,SADHNANIQ,2209.07,SADHNANIQ,2208.9489,,,2209.00945,Small Cap
889,GREENPLY INDUSTRIES LTD,INE461C01038,GREENPLY,2205.39,GREENPLY,2204.6252,,,2205.0076,Small Cap
890,SKIPPER LIMITED,INE439E01022,SKIPPER,2203.73,SKIPPER,2203.7457,,,2203.73785,Small Cap
891,HIL LIMITED,INE557A01011,HIL,2185.74,HIL,2186.1574,,,2185.9487,Small Cap
892,STYRENIX PERFORMANCE MATERIALS LIMITED,INE189B01011,STYRENIX,2173.72,STYRENIX,2174.0988,,,2173.9094,Small Cap
893,SATIN CREDITCARE NETWORK LIMITED,INE836B01017,SATIN,2196.68,SATIN,2151.0358,,,2173.8579,Small Cap
894,RAJ RAYON INDUSTRIES LIMITED,INE533D01032,RAJRAYON,2176.55,RAJRILTD,2168.9684,,,2172.7592,Small Cap
895,BF UTILITIES LTD.,INE243D01012,BFUTILITIE,2172.08,BFUTILITIE,2172.643,,,2172.3615,Small Cap
896,ACCELYA SOLUTIONS INDIA LIMITED,INE793A01012,ACCELYA,2170.49,ACCELYA,2170.7129,,,2170.60145,Small Cap
897,JAGRAN PRAKASHAN LIMITED,INE199G01027,JAGRAN,2168.49,JAGRAN,2168.2052,,,2168.3476,Small Cap
898,PEARL GLOBAL INDUSTRIES LIMITED,INE940H01014,PGIL,2169.42,PGIL,2165.1405,,,2167.28025,Small Cap
899,"LUMAX INDUSTRIES LTD.,",INE162B01018,LUMAXIND,2163.21,LUMAXIND,2163.8073,,,2163.50865,Small Cap
900,GANESHA ECOSPHERE LIMITED,INE845D01014,GANECOS,2159.2,GANECOS,2159.643,,,2159.4215,Small Cap
901,AVANTEL LIMITED,INE005B01027,AVANTEL,2158.78,,,,,2158.78,Small Cap
902,FOSECO INDIA LTD,INE519A01011,FOSECOIND,2153.43,FOSECOIND,2153.4287,,,2153.42935,Small Cap
903,INDIA GLYCOLS LTD,INE560A01015,INDIAGLYCO,2148.78,INDIAGLYCO,2148.627,,,2148.7035,Small Cap
904,"BHARAT BIJLEE LTD.,",INE464A01028,BBL,2145.33,BBL,2145.2258,,,2145.2779,Small Cap
905,SUPRIYA LIFESCIENCE LIMITED,INE07RO01027,SUPRIYA,2140.15,SUPRIYA,2140.3492,,,2140.2496,Small Cap
906,VISHNU CHEMICALS LIMITED,INE270I01022,VISHNU,2152.79,VISHNU,2123.9161,,,2138.35305,Small Cap
907,RUPA & COMPANY LIMITED,INE895B01021,RUPA,2131.85,RUPA,2132.1336,,,2131.9918,Small Cap
908,PRATAAP SNACKS LIMITED,INE393P01035,DIAMONDYD,2129.33,DIAMONDYD,2130.2017,,,2129.76585,Small Cap
909,GUJARAT INDUSTRIES POWER CO. LTD,INE162A01010,GIPCL,2127.04,GIPCL,2127.4516,,,2127.2458,Small Cap
910,YATRA ONLINE LIMITED,INE0JR601024,YATRA,2124.98,YATRA,2124.2467,,,2124.61335,Small Cap
911,"THIRUMALAI CHEMICALS LTD.,",INE338A01024,TIRUMALCHM,2116.71,TIRUMALCHM,2116.829,,,2116.7695,Small Cap
912,INDOSTAR CAPITAL FINANCE LIMITED,INE896L01010,INDOSTAR,2108.06,INDOSTAR,2108.9707,,,2108.51535,Small Cap
913,SIRCA PAINTS INDIA LIMITED,INE792Z01011,SIRCA,2104.83,SIRCA,2104.3574,,,2104.5937,Small Cap
914,EXPLEO SOLUTIONS LIMITED,INE201K01015,EXPLEOSOL,2142.93,EXPLEOSOL,2054.923,,,2098.9265,Small Cap
915,SG MART LIMITED,INE385F01016,SGMART,2096.86,,,,,2096.86,Small Cap
916,DDEV PLASTIKS INDUSTRIES LIMITED,INE0HR601026,DDEVPLASTIK,2095.44,,,,,2095.44,Small Cap
917,ALEMBIC  LTD,INE426A01027,ALEMBICLTD,2093.83,ALEMBICLTD,2094.1697,,,2093.99985,Small Cap
918,"CITURGIA BIOCHEMICALS LTD.,",INE795B01031,CITURGIA,2089.75,,,,,2089.75,Small Cap
919,"SESHASAYEE PAPER & BOARDS LTD.,",INE630A01024,SESHAPAPER,2088.9,SESHAPAPER,2088.8677,,,2088.88385,Small Cap
920,TIDE WATER OIL (INDIA) LTD.,INE484C01030,TIDEWATER,2087.96,TIDEWATER,2088.6086,,,2088.2843,Small Cap
921,VIDHI SPECIALTY FOOD INGREDIENTS LIMITED,INE632C01026,VIDHIING,2086.6,VIDHIING,2087.9125,,,2087.25625,Small Cap
922,ANDHRA PAPER LIMITED,INE435A01028,ANDHRAPAP,2084.08,ANDHRAPAP,2084.0687,,,2084.07435,Small Cap
923,HUHTAMAKI INDIA LIMITED,INE275B01026,HUHTAMAKI,2078.59,HUHTAMAKI,2079.2498,,,2078.9199,Small Cap
924,RPG LIFE SCIENCES LIMITED,INE105J01010,RPGLIFE,2078,RPGLIFE,2078.6367,,,2078.31835,Small Cap
925,INOX GREEN ENERGY SERVICES LIMITED,INE510W01014,INOXGREEN,2074.06,INOXGREEN,2071.2739,,,2072.66695,Small Cap
926,BUTTERFLY GANDHIMATHI APPLIANCES LIMITED,INE295F01017,BUTTERFLY,2063.65,BUTTERFLY,2064.404,,,2064.027,Small Cap
927,AXISCADES TECHNOLOGIES LIMITED,INE555B01013,AXISCADES,2063.51,AXISCADES,2062.3237,,,2062.91685,Small Cap
928,BALU FORGE INDUSTRIES LIMITED,INE011E01029,BALUFORGE,2049.85,,,,,2049.85,Small Cap
929,FEDERAL-MOGUL GOETZE (INDIA) LTD,INE529A01010,FMGOETZE,2037.68,FMGOETZE,2037.7129,,,2037.69645,Small Cap
930,AGRO TECH FOODS LTD,INE209A01019,ATFL,2037.29,ATFL,2037.7529,,,2037.52145,Small Cap
931,THEJO ENGINEERING LTD.,INE121N01019,,,THEJO,2034.115,,,2034.115,Small Cap
932,EMS LIMITED,INE0OV601013,EMSLIMITED,2032.92,EMSLIMITED,2033.0686,,,2032.9943,Small Cap
933,FILATEX INDIA LTD.,INE816B01035,FILATEX,2031.69,FILATEX,2032.1244,,,2031.9072,Small Cap
934,MEGHMANI ORGANICS LIMITED,INE0CT101020,MOL,2025.89,MOL,2025.8691,,,2025.87955,Small Cap
935,"TANFAC INDUSTRIES LTD.,",INE639B01015,TANFACIND,2017.95,,,,,2017.95,Small Cap
936,KALYANI STEELS LTD,INE907A01026,KSL,2015.98,KSL,2016.4035,,,2016.19175,Small Cap
937,IFGL REFRACTORIES LIMITED,INE133Y01011,IFGLEXPOR,2014.72,IFGLEXPOR,2015.032,,,2014.876,Small Cap
938,S H KELKAR AND COMPANY LIMITED,INE500L01026,SHK,2013.88,SHK,2013.8608,,,2013.8704,Small Cap
939,GMR POWER AND URBAN INFRA LIMITED,INE0CU601026,GMRP&UI,2009.41,GMRP&UI,2007.9497,,,2008.67985,Small Cap
940,AEROFLEX INDUSTRIES LIMITED,INE024001021,AEROFLEX,2006.07,AEROFLEX,2006.0586,,,2006.0643,Small Cap
941,HMT LIMITED,INE262A01018,HMT,2007.28,HMT,2002.0906,,,2004.6853,Small Cap
942,TRANSFORMERS AND RECTIFIERS (INDIA) LIMITED,INE763I01026,TRIL,2017.52,TRIL,1986.0725,,,2001.79625,Small Cap
943,S.J.S. ENTERPRISES LIMITED,INE284S01014,SJS,2000.53,SJS,1989.5425,,,1995.03625,Small Cap
944,ARTEMIS MEDICARE SERVICES LIMITED,INE025R01021,ARTEMISMED,1977.14,ARTEMISMED,1978.6219,,,1977.88095,Small Cap
945,G N A AXLES LIMITED,INE934S01014,GNA,1977.05,GNA,1977.1451,,,1977.09755,Small Cap
946,WELSPUN SPECIALTY SOLUTIONS LIMITED,INE731F01037,WELSPLSOL,1974.37,,,,,1974.37,Small Cap
947,KRSNAA DIAGNOSTICS LIMITED,INE08LI01020,KRSNAA,1974.19,KRSNAA,1969.8928,,,1972.0414,Small Cap
948,"PRECISION WIRES INDIA LTD.,",INE372C01037,PRECWIRE,1966.81,PRECWIRE,1966.7866,,,1966.7983,Small Cap
949,PAUSHAK LIMITED (FORMERLY KNOWN AS DARSHAK LIMITED),INE111F01016,PAUSHAKLTD,1954.42,,,,,1954.42,Small Cap
950,DISA INDIA LTD.,INE131C01011,DISAQ,1950.42,,,,,1950.42,Small Cap
951,Emrald Commercial Limited,INE162D01014,,,,,EMRALD,1948.8680139,1948.8680139,Small Cap
952,ARMAN FINANCIAL SERVICES LIMITED,INE109C01017,ARMANFIN,1951.75,ARMANFIN,1931.7499,,,1941.74995,Small Cap
953,YASHO INDUSTRIES LIMITED,INE616Z01012,YASHO,1945.49,YASHO,1932.2322,,,1938.8611,Small Cap
954,IRM ENERGY LIMITED,INE07U701015,IRMENERGY,1935.86,IRMENERGY,1936.2558,,,1936.0579,Small Cap
955,CARYSIL LIMITED,INE482D01024,CARYSIL,1936.64,CARYSIL,1935.2878,,,1935.9639,Small Cap
956,CREDO BRANDS MARKETING LIMITED,INE220Q01020,MUFTI,1933.66,MUFTI,1931.4141,,,1932.53705,Small Cap
957,PITTI ENGINEERING LIMITED,INE450D01021,PITTIENG,1917.02,PITTIENG,1917.4056,,,1917.2128,Small Cap
958,RISHABH INSTRUMENTS LIMITED,INE0N2P01017,RISHABH,1910.68,RISHABH,1910.4914,,,1910.5857,Small Cap
959,MOREPEN LABORATORIES LTD.,INE083A01026,MOREPENLAB,1905.83,MOREPENLAB,1905.5875,,,1905.70875,Small Cap
960,SEAMEC LTD,INE497B01018,SEAMECLTD,1900,SEAMECLTD,1900.7012,,,1900.3506,Small Cap
961,MARATHON NEXTGEN REALTY LTD,INE182D01020,MARATHON,1893.47,MARATHON,1893.5913,,,1893.53065,Small Cap
962,UPDATER SERVICES LIMITED,INE851I01011,UDS,1892.16,UDS,1893.2835,,,1892.72175,Small Cap
963,APOLLO MICRO SYSTEMS LIMITED,INE713T01028,APOLLO,1939.86,APOLLO,1840.1576,,,1890.0088,Small Cap
964,PANAMA PETROCHEM LTD.,INE305C01029,PANAMAPET,1888,PANAMAPET,1888.1174,,,1888.0587,Small Cap
965,GOODLUCK INDIA LIMITED,INE127I01024,GOODLUCK,1886.97,GOODLUCK,1878.745,,,1882.8575,Small Cap
966,ALLCARGO GATI LIMITED,INE152B01027,ACLGATI,1878.9,ACLGATI,1878.3183,,,1878.60915,Small Cap
967,"JYOTI RESINS & ADHESIVES LTD,",INE577D01013,JYOTIRES,1876.16,,,,,1876.16,Small Cap
968,"VADILAL INDUSTRIES LTD.,",INE694D01016,VADILALIND,1868.89,VADILALIND,1869.3247,,,1869.10735,Small Cap
969,PTC INDIA FINANCIAL SERVICES LIMITED,INE560K01014,PFS,1868.04,PFS,1867.8014,,,1867.9207,Small Cap
970,CENTUM ELECTRONICS LTD,INE320B01020,CENTUM,1864.91,CENTUM,1864.7342,,,1864.8221,Small Cap
971,BAJEL PROJECTS LIMITED,INE0KQN01018,BAJEL,1887.1,BAJEL,1840.768,,,1863.934,Small Cap
972,VAKRANGEE LIMITED,INE051B01021,VAKRANGEE,1846.35,VAKRANGEE,1845.5184,,,1845.9342,Small Cap
973,SUBEX  LTD,INE754A01055,SUBEX,1840.9,SUBEXLTD,1840.2424,,,1840.5712,Small Cap
974,SML ISUZU LIMITED,INE294B01019,SMLISUZU,1826.74,SMLISUZU,1827.7152,,,1827.2276,Small Cap
975,AMRUTANJAN HEALTH CARE LIMITED,INE098F01031,AMRUTANJAN,1827.8,AMRUTANJAN,1818.2202,,,1823.0101,Small Cap
976,XPRO INDIA LTD.,INE445C01015,XPROINDIA,1717.94,XPROINDIA,1905.2758,,,1811.6079,Small Cap
977,GTPL HATHWAY LIMITED,INE869I01013,GTPL,1811.08,GTPL,1811.2218,,,1811.1509,Small Cap
978,RAMA STEEL TUBES LIMITED,INE230R01035,RAMASTEEL,1820.12,RAMASTEEL,1799.3079,,,1809.71395,Small Cap
979,"DHAMPUR SUGAR MILLS LTD.,",INE041A01016,DHAMPURSUG,1807.18,DHAMPURSUG,1807.3432,,,1807.2616,Small Cap
980,TCPL PACKAGING LIMITED,INE822C01015,TCPLPACK,1804.58,TCPLPACK,1805.3879,,,1804.98395,Small Cap
981,BF INVESTMENT LIMITED,INE878K01010,BFINVEST,1802.8,BFINVEST,1802.8425,,,1802.82125,Small Cap
982,NOVARTIS INDIA LIMITED.,INE234A01025,NOVARTIND,1802.7,,,,,1802.7,Small Cap
983,TAMIL NADU NEWSPRINT AND PAPERS LTD,INE107A01015,TNPL,1784.34,TNPL,1784.3553,,,1784.34765,Small Cap
984,NELCO LTD,INE045B01015,NELCO,1775.89,NELCO,1775.8401,,,1775.86505,Small Cap
985,SURYODAY SMALL FINANCE BANK LIMITED,INE428Q01011,SURYODAY,1771.38,SURYODAY,1771.2302,,,1771.3051,Small Cap
986,CANTABIL RETAIL INDIA LIMITED,INE068L01024,CANTABIL,1769.33,CANTABIL,1769.2971,,,1769.31355,Small Cap
987,UDAIPUR CEMENT WORKS LIMITED,INE225C01029,UDAICEMENT,1767.56,,,,,1767.56,Small Cap
988,RPSG VENTURES LIMITED,INE425Y01011,RPSGVENT,1764.51,RPSGVENT,1765.2166,,,1764.8633,Small Cap
989,"TTK HEALTHCARE LTD.,",INE910C01018,TTKHEALTH,1763.84,TTKHLTCARE,1764.8,,,1764.32,Small Cap
990,WHEELS INDIA LTD,INE715A01015,WHEELS,1767.43,WHEELS,1759.7486,,,1763.5893,Small Cap
991,EVEREST INDUSTRIES LTD.,INE295A01018,EVERESTIND,1757.91,EVERESTIND,1758.2069,,,1758.05845,Small Cap
992,IGARASHI MOTORS INDIA LTD.,INE188B01013,IGARASHI,1753.75,IGARASHI,1754.1565,,,1753.95325,Small Cap
993,DWARIKESH SUGAR INDUSTRIES LTD.,INE366A01041,DWARKESH,1746.86,DWARKESH,1747.0732,,,1746.9666,Small Cap
994,"ORIENTAL HOTELS LTD.,",INE750A01020,ORIENTHOT,1730.46,ORIENTHOT,1730.2876,,,1730.3738,Small Cap
995,ROSSELL INDIA LIMITED,INE847C01020,ROSSELLIND,1730.1,ROSSELLIND,1730.2332,,,1730.1666,Small Cap
996,TIMEX GROUP INDIA LTD,INE064A01026,TIMEX,1721.13,,,,,1721.13,Small Cap
997,BHARAT WIRE ROPES LIMITED,INE316L01019,BHARATWIRE,1719.9,BHARATWIRE,1719.6142,,,1719.7571,Small Cap
998,ADOR WELDING LTD.,INE045A01017,ADORWELD,1718.18,ADORWELD,1718.753,,,1718.4665,Small Cap
999,"JINDAL DRILLING & INDUSTRIES LTD.,",INE742C01031,JINDRILL,1718.34,JINDRILL,1717.9987,,,1718.16935,Small Cap
1000,HARIOM PIPE INDUSTRIES LIMITED,INE00EV01017,HARIOMPIPE,1717.11,HARIOMPIPE,1717.5224,,,1717.3162,Small Cap
1001,SHANKARA BUILDING PRODUCTS LIMITED,INE274V01019,SHANKARA,1713.56,SHANKARA,1713.74,,,1713.65,Small Cap
1002,COSMO FIRST LIMITED,INE757A01017,COSMOFIRST,1708.14,COSMOFIRST,1708.1354,,,1708.1377,Small Cap
1003,APTECH LTD.,INE266F01018,APTECHT,1705.56,APTECHT,1705.8441,,,1705.70205,Small Cap
1004,SERVOTECH POWER SYSTEMS LTD.,INE782X01033,,,SERVOTECH,1705.273,,,1705.273,Small Cap
1005,GOKUL AGRO RESOURCES LTD,INE314T01025,GOKULAGRO,1700.52,GOKULAGRO,1700.9131,,,1700.71655,Small Cap
1006,VARDHMAN SPECIAL STEELS LTD,INE050M01012,VSSL,1684.82,VSSL,1684.5466,,,1684.6833,Small Cap
1007,RAMCO INDUSTRIES LTD,INE614A01028,RAMCOIND,1676.79,RAMCOIND,1677.137,,,1676.9635,Small Cap
1008,"PIX TRANSMISSIONS LTD.,",INE751B01018,PIXTRANS,1676.28,PIXTRANS,1676.3573,,,1676.31865,Small Cap
1009,SASKEN TECHNOLOGIES LIMITED,INE231F01020,SASKEN,1669,SASKEN,1669.4293,,,1669.21465,Small Cap
1010,STOVE KRAFT LIMITED,INE00IN01015,STOVEKRAFT,1667.83,STOVEKRAFT,1667.9042,,,1667.8671,Small Cap
1011,SANGAM (INDIA) LTD,INE495C01010,SANGAMIND,1668.3,SANGAMIND,1651.5776,,,1659.9388,Small Cap
1012,K.C.P. LTD,INE805C01028,KCP,1658.87,KCP,1658.8774,,,1658.8737,Small Cap
1013,JASH ENGINEERING LTD.,INE039O01011,,,JASH,1653.4682,,,1653.4682,Small Cap
1014,MAHANAGAR TELEPHONE NIGAM LTD.,INE153A01019,MTNL,1644,MTNL,1643.8427,,,1643.92135,Small Cap
1015,NITIN SPINNERS LTD.,INE229H01012,NITINSPIN,1641.06,NITINSPIN,1641.9482,,,1641.5041,Small Cap
1016,ARVIND SMARTSPACES LIMITED,INE034S01021,ARVSMART,1639.45,ARVSMART,1639.857,,,1639.6535,Small Cap
1017,CAPACIT'E INFRAPROJECTS LIMITED,INE264T01014,CAPACITE,1641,CAPACITE,1629.3721,,,1635.18605,Small Cap
1018,SALASAR TECHNO ENGINEERING LIMITED,INE170V01027,SALASAR,1629.85,SALASAR,1629.8922,,,1629.8711,Small Cap
1019,MUFIN GREEN FINANCE LIMITED,INE08KJ01020,MUFIN,1270.68,MUFIN,1987.7124,,,1629.1962,Small Cap
1020,MOSCHIP TECHNOLOGIES LIMITED,INE935B01025,MOSCHIP,1628.72,,,,,1628.72,Small Cap
1021,RANE HOLDINGS LTD.,INE384A01010,RANEHOLDIN,1626.94,RANEHOLDIN,1627.3236,,,1627.1318,Small Cap
1022,LANCER CONTAINER LINES LIMITED,INE359U01028,LANCER,1613.14,,,,,1613.14,Small Cap
1023,KUANTUM PAPERS LIMITED,INE529I01021,KUANTUM,1612.58,KUANTUM,1612.9943,,,1612.78715,Small Cap
1024,DPSC LTD.,INE360C01024,,,DPSCLTD,1609.7371,,,1609.7371,Small Cap
1025,DEEP INDUSTRIES LIMITED,INE0FHS01024,DEEPIND,1607.29,DEEPINDS,1607.0194,,,1607.1547,Small Cap
1026,D P S C Ltd,INE360C01024   ,,,,,DPSCLTD,1602.59074060323,1602.59074060323,Small Cap
1027,SHAKTI PUMPS (INDIA) LTD.,INE908D01010,SHAKTIPUMP,1589.7,SHAKTIPUMP,1589.7004,,,1589.7002,Small Cap
1028,MONTE CARLO FASHIONS LIMITED,INE950M01013,MONTECARLO,1585.19,MONTECARLO,1585.9502,,,1585.5701,Small Cap
1029,"UNIVERSAL CABLES LTD.,",INE279A01012,UNIVCABLES,1648.62,UNIVCABLES,1520.3772,,,1584.4986,Small Cap
1030,NACL INDUSTRIES LIMITED,INE295D01020,NACLIND,1582.35,NACLIND,1581.4727,,,1581.91135,Small Cap
1031,SUVEN LIFE SCIENCES LTD.,INE495B01038,SUVEN,1574.69,SUVEN,1574.8703,,,1574.78015,Small Cap
1032,RELIANCE INDUSTRIAL INFRASTRUCTURE,INE046A01015,RIIL,1572.69,RIIL,1573.0419,,,1572.86595,Small Cap
1033,SHRIRAM PROPERTIES LIMITED,INE217L01019,SHRIRAMPPS,1548.92,SHRIRAMPPS,1548.7793,,,1548.84965,Small Cap
1034,ABANS HOLDINGS LIMITED,INE00ZE01026,AHL,1545.02,AHL,1545.0351,,,1545.02755,Small Cap
1035,"DCW LTD.,",INE500A01029,DCW,1541.7,DCW,1541.5185,,,1541.60925,Small Cap
1036,UTTAM SUGAR MILLS LTD,INE786F01031,UTTAMSUGAR,1540.74,UTTAMSUGAR,1540.7078,,,1540.7239,Small Cap
1037,PICCADILY AGRO INDUSTRIES LTD.,INE546C01010,PICCADIL,1536.28,,,,,1536.28,Small Cap
1038,INSECTICIDES INDIA LTD.,INE070I01018,INSECTICID,1535.81,INSECTICID,1536.2698,,,1536.0399,Small Cap
1039,SHAILY ENGINEERING PLASTICS LTD.,INE151G01028,SHAILY,1520.24,SHAILY,1521.1712,,,1520.7056,Small Cap
1040,THE ANDHRA SUGARS LTD.,INE715B01021,ANDHRSUGAR,1518.94,ANDHRSUGAR,1519.226,,,1519.083,Small Cap
1041,THEMIS MEDICARE LTD.,INE083B01024,THEMISMED,1518.24,THEMISMED,1518.2596,,,1518.2498,Small Cap
1042,KNOWLEDGE MARINE & ENGINEERING WORKS LIMITED,INE0CJD01011,KMEW,1514.99,,,,,1514.99,Small Cap
1043,63 MOONS TECHNOLOGIES LIMITED,INE111B01023,63MOONS,1508.98,63MOONS,1509.401,,,1509.1905,Small Cap
1044,KABRA EXTRUSION TECHNIK LTD,INE900B01029,KABRAEXTRU,1506.66,KABRAEXTRU,1505.6592,,,1506.1596,Small Cap
1045,INDRAPRASTHA MEDICAL CORPORATION LT,INE681B01017,INDRAMEDCO,1505.55,INDRAMEDCO,1504.6016,,,1505.0758,Small Cap
